seqname	dsDNAphage	NCLDV	RNA	ssDNA	lavidaviridae	max_score	max_score_group	length	hallmark	viral	cellular
S7C5855||full	0.533	0.933	0.285	0.800	0.820	0.933	NCLDV	2504	0	50.000	0.000
S7C6078||full	0.893	0.920	0.155	0.727	0.993	0.993	lavidaviridae	2419	0	100.000	0.000
S7C6133||full	0.993	0.873	0.210	1.000	0.247	1.000	ssDNA	2376	0	100.000	0.000
S7C6354||full	0.907	0.913	0.245	0.633	0.773	0.913	NCLDV	4508	0	55.600	0.000
S7C6384||full	0.940	0.613	0.255	1.000	0.920	1.000	ssDNA	2377	0	100.000	0.000
S7C6522||full	0.927	0.593	0.205	0.920	0.907	0.927	dsDNAphage	4529	0	100.000	0.000
S7C6687||full	0.093	0.100	0.870	0.013	0.633	0.870	RNA	3683	0	0.000	0.000
S7C6733||full	0.640	0.100	0.015	0.053	0.073	0.640	dsDNAphage	4840	0	50.000	12.500
S7C6759||full	0.987	0.133	0.245	0.960	0.433	0.987	dsDNAphage	3954	2	100.000	0.000
S7C6881||full	0.080	0.627	0.000	0.000	0.093	0.627	NCLDV	5864	0	20.000	20.000
S7C6963||full	0.880	0.667	0.195	0.793	0.993	0.993	lavidaviridae	2074	0	100.000	0.000
S7C6978||full	0.873	0.653	0.420	0.853	0.673	0.873	dsDNAphage	3343	0	62.500	0.000
S7C7170||full	0.927	0.693	0.275	0.773	0.807	0.927	dsDNAphage	2471	2	60.000	0.000
S7C7179||full	0.947	0.807	0.130	0.813	0.973	0.973	lavidaviridae	2497	0	100.000	0.000
S7C7203||full	0.353	0.113	0.855	0.660	0.487	0.855	RNA	2530	0	0.000	0.000
S7C7259||full	0.827	1.000	0.065	0.487	0.800	1.000	NCLDV	5388	0	88.900	0.000
S7C7369||full	0.113	0.560	0.000	0.007	0.053	0.560	NCLDV	2433	0	33.300	33.300
S7C7413||full	0.913	1.000	0.180	0.633	1.000	1.000	NCLDV	3090	0	100.000	0.000
S7C7466||full	1.000	0.447	0.225	0.373	0.647	1.000	dsDNAphage	8549	1	83.300	0.000
S7C7704||full	0.960	0.747	0.050	0.967	0.880	0.967	ssDNA	3269	0	100.000	0.000
S7C7773||full	0.800	0.447	0.205	0.627	0.480	0.800	dsDNAphage	5517	0	60.000	0.000
S7C7823||full	0.960	0.853	0.180	0.807	0.600	0.960	dsDNAphage	2954	0	100.000	0.000
S7C7969||full	1.000	0.700	0.175	0.993	0.307	1.000	dsDNAphage	2294	1	100.000	0.000
S7C8014||full	0.893	0.827	0.365	0.693	0.933	0.933	lavidaviridae	9282	0	100.000	0.000
S7C8038||full	0.027	0.687	0.310	0.020	0.493	0.687	NCLDV	4368	0	0.000	0.000
S7C8262||full	0.533	NaN	0.345	0.653	0.913	0.913	lavidaviridae	3103	0	25.000	0.000
S7C8396||full	0.960	0.960	0.130	0.840	0.940	0.960	dsDNAphage	2798	0	100.000	0.000
S7C8489||full	0.773	0.867	0.720	0.960	1.000	1.000	lavidaviridae	2090	0	33.300	0.000
S7C8665||full	0.960	0.607	0.135	0.847	0.887	0.960	dsDNAphage	2830	0	100.000	0.000
S7C8731||full	0.167	0.507	0.220	0.020	0.107	0.507	NCLDV	2182	0	0.000	0.000
S7C8786||full	0.700	0.900	0.565	0.933	0.913	0.933	ssDNA	2477	0	40.000	0.000
S7C8816||full	0.947	0.693	0.205	0.520	0.967	0.967	lavidaviridae	9174	0	66.700	0.000
S7C8856||full	0.587	0.753	0.415	0.607	0.720	0.753	NCLDV	2304	0	20.000	0.000
S7C8910||full	1.000	0.607	0.110	0.447	0.573	1.000	dsDNAphage	8070	2	84.200	0.000
S7C8967||full	0.873	0.933	0.130	0.733	0.987	0.987	lavidaviridae	6181	0	85.700	0.000
S7C9061||full	0.020	0.773	0.005	0.000	0.060	0.773	NCLDV	2266	0	0.000	33.300
S7C9184||full	1.000	0.787	0.280	0.927	0.440	1.000	dsDNAphage	2799	2	100.000	0.000
S7C9200||full	0.813	0.413	0.180	0.680	0.647	0.813	dsDNAphage	5523	0	100.000	0.000
S7C9302||full	0.920	1.000	0.175	1.000	1.000	1.000	NCLDV	2421	0	100.000	0.000
S7C9344||full	0.160	0.647	0.160	0.053	0.400	0.647	NCLDV	5695	0	25.000	0.000
S7C9346||full	0.093	0.693	0.005	0.000	0.133	0.693	NCLDV	5337	0	20.000	20.000
S7C9386||full	0.140	NaN	0.540	0.133	0.220	0.540	RNA	3398	0	0.000	0.000
S7C9437||full	0.980	0.160	0.015	0.060	0.007	0.980	dsDNAphage	13903	0	36.400	3.000
S7C9690||full	0.947	0.947	0.535	0.967	1.000	1.000	lavidaviridae	2252	0	50.000	0.000
S7C9706||full	1.000	0.853	0.585	0.920	0.827	1.000	dsDNAphage	7299	1	40.000	0.000
S7C9778||full	0.813	0.540	0.840	0.667	0.433	0.840	RNA	2633	0	33.300	0.000
S7C10036||full	0.167	0.760	0.015	0.020	0.240	0.760	NCLDV	3077	0	33.300	0.000
S7C10046||full	0.747	0.453	0.170	0.807	0.747	0.807	ssDNA	2813	0	60.000	0.000
S7C10104||full	0.993	0.753	0.065	0.493	0.733	0.993	dsDNAphage	11246	0	63.300	0.000
S7C10195||full	0.113	0.807	0.020	0.007	0.120	0.807	NCLDV	4955	0	33.300	33.300
S7C10270||full	0.727	NaN	0.550	0.833	0.920	0.920	lavidaviridae	2918	0	50.000	0.000
S7C10375||full	1.000	0.667	0.015	0.073	0.180	1.000	dsDNAphage	30577	4	47.200	2.800
S7C10534||full	0.993	0.473	0.270	0.633	0.680	0.993	dsDNAphage	12689	2	33.300	0.000
S7C10575||full	0.987	0.887	0.205	1.000	0.920	1.000	ssDNA	1892	0	100.000	0.000
S7C10614||full	0.993	0.640	0.035	0.747	0.300	0.993	dsDNAphage	4427	3	70.000	0.000
S7C10681||full	0.680	NaN	0.370	0.733	0.327	0.733	ssDNA	2627	0	25.000	0.000
S7C10766||full	0.287	0.653	0.195	0.080	0.460	0.653	NCLDV	3958	0	33.300	0.000
S7C10859||full	0.953	0.220	0.410	1.000	0.967	1.000	ssDNA	2423	0	100.000	0.000
S7C10889||full	0.013	0.567	0.015	0.000	0.040	0.567	NCLDV	1461	0	0.000	33.300
S7C11037||full	0.687	0.780	0.340	0.913	0.940	0.940	lavidaviridae	2257	0	66.700	0.000
S7C11078||full	0.120	0.733	0.085	0.007	0.393	0.733	NCLDV	7241	0	16.700	0.000
S7C11345||full	1.000	0.513	0.255	0.833	0.867	1.000	dsDNAphage	10847	4	100.000	0.000
S7C11390||full	0.093	0.093	0.795	0.013	0.613	0.795	RNA	3020	0	0.000	0.000
S7C11499||full	0.807	0.807	0.350	0.760	0.920	0.920	lavidaviridae	4632	0	100.000	0.000
S7C11630||full	0.573	0.800	0.645	0.040	0.780	0.800	NCLDV	5003	0	20.000	0.000
S7C11657||full	0.987	1.000	0.315	0.907	0.793	1.000	NCLDV	2437	0	100.000	0.000
S7C11701||full	0.973	0.987	0.300	0.773	0.980	0.987	NCLDV	4296	0	100.000	0.000
S7C11704||full	0.440	1.000	0.345	0.627	0.980	1.000	NCLDV	3045	0	33.300	0.000
S7C11769||full	0.220	0.860	0.155	0.060	0.373	0.860	NCLDV	3234	0	25.000	0.000
S7C11839||full	1.000	0.147	0.330	0.887	0.207	1.000	dsDNAphage	4457	3	37.500	0.000
S7C11938||full	0.867	0.967	0.085	0.713	0.953	0.967	NCLDV	7152	0	80.000	0.000
S7C11996||full	0.260	0.873	0.175	0.073	0.373	0.873	NCLDV	8076	0	20.000	0.000
S7C12033||full	0.553	0.900	0.510	0.820	0.820	0.900	NCLDV	2535	0	50.000	0.000
S7C12151||full	0.553	0.627	0.390	0.873	0.667	0.873	ssDNA	2773	0	66.700	0.000
S7C12199||full	1.000	0.593	0.205	0.580	0.747	1.000	dsDNAphage	23207	6	65.900	0.000
S7C12200||full	0.940	0.800	0.115	0.907	0.907	0.940	dsDNAphage	7654	0	85.700	0.000
S7C12389||full	0.127	0.600	0.000	0.000	0.113	0.600	NCLDV	11940	0	20.000	20.000
S7C12447||full	0.520	0.933	0.230	0.907	1.000	1.000	lavidaviridae	1976	0	33.300	0.000
S7C12669||full	0.667	0.240	0.280	0.867	0.940	0.940	lavidaviridae	2116	0	66.700	0.000
S7C12712||full	0.980	0.747	0.455	0.833	0.973	0.980	dsDNAphage	11649	1	40.000	0.000
S7C12858||full	0.987	0.887	0.270	0.640	0.940	0.987	dsDNAphage	24764	0	100.000	0.000
S7C12910||full	1.000	0.740	0.280	0.987	0.987	1.000	dsDNAphage	4505	2	100.000	0.000
S7C12921||full	1.000	0.627	0.325	0.893	0.807	1.000	dsDNAphage	3261	1	83.300	0.000
S7C12986||full	0.140	0.380	0.855	0.040	0.673	0.855	RNA	3078	0	0.000	0.000
S7C13194||full	0.853	0.627	0.590	0.833	0.773	0.853	dsDNAphage	3007	0	50.000	0.000
S7C13238||full	0.087	0.340	0.595	0.000	0.180	0.595	RNA	2652	0	0.000	0.000
S7C13246||full	0.987	0.927	0.110	0.780	0.853	0.987	dsDNAphage	2158	0	100.000	0.000
S7C13256||full	0.900	0.767	0.220	0.913	0.933	0.933	lavidaviridae	3633	0	75.000	0.000
S7C13614||full	0.240	0.893	0.020	0.007	0.060	0.893	NCLDV	2532	0	25.000	0.000
S7C13615||full	0.160	0.553	0.840	0.040	0.673	0.840	RNA	2428	0	0.000	0.000
S7C13669||full	0.420	0.667	0.225	0.107	0.447	0.667	NCLDV	3865	0	33.300	0.000
S7C13737||full	0.660	0.660	0.380	0.913	0.847	0.913	ssDNA	4826	0	66.700	0.000
S7C13748||full	0.953	0.993	0.070	0.720	0.967	0.993	NCLDV	8003	0	75.000	0.000
S7C13811||full	0.813	0.707	0.245	0.933	0.953	0.953	lavidaviridae	1793	0	100.000	0.000
S7C13864||full	1.000	0.627	0.240	0.980	0.987	1.000	dsDNAphage	3925	2	100.000	0.000
S7C13936||full	0.927	0.827	0.200	0.820	0.947	0.947	lavidaviridae	2286	0	100.000	0.000
S7C13960||full	0.993	0.700	0.195	0.480	0.700	0.993	dsDNAphage	7970	3	66.700	0.000
S7C14016||full	0.967	0.653	0.130	0.947	0.960	0.967	dsDNAphage	986	0	75.000	0.000
S7C14026||full	0.107	0.513	0.240	0.007	0.093	0.513	NCLDV	2805	0	0.000	0.000
S7C14036||full	0.953	0.467	0.150	0.873	0.927	0.953	dsDNAphage	2671	0	100.000	0.000
S7C14140||full	0.993	0.993	0.135	0.753	0.793	0.993	dsDNAphage	1308	2	75.000	0.000
S7C14159||full	0.693	0.907	0.065	0.793	0.960	0.960	lavidaviridae	3710	0	50.000	0.000
S7C14162||full	0.793	0.140	0.130	0.753	0.313	0.793	dsDNAphage	3095	0	75.000	0.000
S7C14214||full	0.993	0.993	0.255	0.993	0.980	0.993	dsDNAphage	4377	1	100.000	0.000
S7C14242||full	1.000	0.980	0.245	0.900	0.940	1.000	dsDNAphage	5554	3	90.900	0.000
S7C14381||full	0.887	0.987	0.220	0.887	0.900	0.987	NCLDV	1467	0	100.000	0.000
S7C14445||full	0.807	0.993	0.185	0.867	0.787	0.993	NCLDV	2643	0	100.000	0.000
S7C14619||full	0.893	0.727	0.050	0.573	0.833	0.893	dsDNAphage	6074	0	36.400	0.000
S7C14637||full	0.967	0.213	0.000	0.020	0.027	0.967	dsDNAphage	4048	1	28.600	14.300
S7C14665||full	1.000	0.793	0.175	0.673	0.813	1.000	dsDNAphage	6848	1	100.000	0.000
S7C14683||full	0.233	0.993	0.180	0.073	0.720	0.993	NCLDV	2953	0	33.300	0.000
S7C14706||full	0.667	0.460	0.155	0.107	0.700	0.700	lavidaviridae	2701	0	33.300	0.000
S7C14841||full	0.640	1.000	0.125	0.747	0.953	1.000	NCLDV	2008	0	75.000	0.000
S7C14870||full	0.987	0.940	0.125	0.927	0.913	0.987	dsDNAphage	3532	0	77.800	0.000
S7C14887||full	0.907	0.353	0.075	0.513	0.827	0.907	dsDNAphage	10628	0	100.000	0.000
S7C14902||full	0.973	0.347	0.205	0.893	0.273	0.973	dsDNAphage	2794	0	85.700	0.000
S7C14976||full	0.127	0.680	0.190	0.013	0.100	0.680	NCLDV	3354	0	0.000	0.000
S7C14995||full	0.927	0.560	0.220	0.760	0.820	0.927	dsDNAphage	9480	0	100.000	0.000
S7C15041||full	0.967	0.220	0.080	0.407	0.227	0.967	dsDNAphage	8553	0	57.900	0.000
S7C15059||full	0.960	0.360	0.205	0.980	0.200	0.980	ssDNA	2379	0	80.000	0.000
S7C15104||full	0.740	0.927	0.000	0.040	0.580	0.927	NCLDV	5747	0	50.000	10.000
S7C15110||full	0.993	0.907	0.100	0.173	0.860	0.993	dsDNAphage	9678	1	26.700	0.000
S7C15168||full	0.987	0.620	0.510	0.967	0.287	0.987	dsDNAphage	2064	2	100.000	0.000
S7C15178||full	0.627	0.753	0.075	0.127	0.053	0.753	NCLDV	2091	0	25.000	0.000
S7C15271||full	0.720	0.507	0.020	0.000	0.160	0.720	dsDNAphage	4330	1	25.000	25.000
S7C15310||full	0.787	0.553	0.440	0.927	0.880	0.927	ssDNA	3962	0	40.000	0.000
S7C15367||full	0.120	0.553	0.015	0.000	0.033	0.553	NCLDV	2801	0	0.000	33.300
S7C15495||full	0.940	0.847	0.305	0.927	0.367	0.940	dsDNAphage	2120	2	66.700	0.000
S7C15520||full	0.987	0.873	0.065	0.513	0.707	0.987	dsDNAphage	6728	5	61.500	0.000
S7C15591||full	0.613	0.427	0.050	0.007	0.100	0.613	dsDNAphage	5391	1	16.700	16.700
S7C15735||full	0.753	0.153	0.000	0.040	0.020	0.753	dsDNAphage	2524	0	40.000	20.000
S7C15751||full	0.820	0.500	0.145	0.267	0.513	0.820	dsDNAphage	3040	0	11.100	11.100
S7C15798||full	0.880	0.993	0.050	0.813	1.000	1.000	lavidaviridae	2406	0	66.700	0.000
S7C15927||full	0.967	0.320	0.305	0.960	0.320	0.967	dsDNAphage	4641	0	66.700	0.000
S7C16007||full	0.907	0.447	0.015	0.007	0.207	0.907	dsDNAphage	5013	1	33.300	22.200
S7C16064||full	0.993	0.547	0.120	0.540	0.773	0.993	dsDNAphage	7224	1	88.900	0.000
S7C16105||full	0.873	0.340	0.240	0.813	0.773	0.873	dsDNAphage	4205	0	71.400	0.000
S7C16200||full	0.060	0.660	0.140	0.007	0.187	0.660	NCLDV	1861	0	0.000	0.000
S7C16361||full	0.827	0.867	0.070	0.820	0.913	0.913	lavidaviridae	3455	0	80.000	0.000
S7C16405||full	0.987	0.433	0.115	0.467	0.673	0.987	dsDNAphage	13913	0	72.400	0.000
S7C16417||full	0.620	0.360	0.030	0.000	0.093	0.620	dsDNAphage	4003	1	25.000	25.000
S7C16769||full	1.000	0.587	0.095	0.907	0.920	1.000	dsDNAphage	4443	0	83.300	0.000
S7C16852||full	0.973	0.493	0.165	0.953	0.687	0.973	dsDNAphage	2046	0	100.000	0.000
S7C16916||full	1.000	0.307	0.160	0.627	0.280	1.000	dsDNAphage	10787	3	100.000	0.000
S7C17120||full	1.000	0.587	0.235	0.867	0.860	1.000	dsDNAphage	2642	1	100.000	0.000
S7C17168||full	0.080	0.540	0.385	0.627	0.720	0.720	lavidaviridae	2962	0	0.000	0.000
S7C17214||full	0.113	0.687	0.005	0.020	0.087	0.687	NCLDV	2282	0	33.300	33.300
S7C17285||full	0.967	0.773	0.185	0.593	0.787	0.967	dsDNAphage	9806	4	68.400	0.000
S7C17404||full	1.000	0.533	0.045	0.560	0.260	1.000	dsDNAphage	7701	5	90.900	0.000
S7C17440||full	1.000	0.967	0.195	0.747	0.893	1.000	dsDNAphage	5237	1	100.000	0.000
S7C17470||full	0.813	0.653	0.145	0.780	0.860	0.860	lavidaviridae	2581	0	100.000	0.000
S7C17509||full	0.307	0.420	0.875	0.553	0.573	0.875	RNA	2389	0	0.000	0.000
S7C17571||full	0.973	0.873	0.230	0.793	0.940	0.973	dsDNAphage	3316	0	87.500	0.000
S7C17750||full	0.853	0.993	0.220	0.927	0.820	0.993	NCLDV	3499	0	100.000	0.000
S7C17784||full	1.000	1.000	0.295	0.860	0.760	1.000	dsDNAphage	2845	1	100.000	0.000
S7C17801||full	0.287	0.513	0.970	0.053	0.533	0.970	RNA	4813	0	0.000	0.000
S7C17849||full	0.060	0.767	0.175	0.007	0.173	0.767	NCLDV	2707	0	0.000	0.000
S7C17853||full	1.000	0.653	0.260	0.973	0.980	1.000	dsDNAphage	4666	2	100.000	0.000
S7C18007||full	0.933	0.153	0.000	0.027	0.213	0.933	dsDNAphage	4977	2	60.000	40.000
S7C18075||full	0.860	0.667	0.690	0.927	0.947	0.947	lavidaviridae	2313	0	25.000	0.000
S7C18087||full	1.000	0.453	0.050	0.327	0.827	1.000	dsDNAphage	24734	4	69.700	0.000
S7C18103||full	0.833	0.133	0.090	0.593	0.100	0.833	dsDNAphage	2603	0	14.300	0.000
S7C18131||full	0.773	0.847	0.765	0.900	0.987	0.987	lavidaviridae	2119	0	33.300	0.000
S7C18162||full	0.993	0.980	0.180	1.000	0.287	1.000	ssDNA	2041	1	100.000	0.000
S7C18169||full	1.000	0.207	0.105	0.760	0.867	1.000	dsDNAphage	5443	2	88.900	0.000
S7C18241||full	0.400	0.860	0.460	0.587	0.807	0.860	NCLDV	3326	0	25.000	0.000
S7C18244||full	0.840	0.947	0.175	0.760	0.920	0.947	NCLDV	2335	0	100.000	0.000
S7C18288||full	0.940	0.727	0.235	0.613	0.920	0.940	dsDNAphage	5579	0	87.500	0.000
S7C18394||full	0.980	0.533	0.110	0.920	0.913	0.980	dsDNAphage	3126	0	66.700	0.000
S7C18503||full	0.780	0.993	0.050	0.740	0.993	0.993	NCLDV	4873	0	62.500	0.000
S7C18687||full	1.000	0.353	0.175	0.600	0.727	1.000	dsDNAphage	7575	2	73.300	0.000
S7C18859||full	0.320	0.793	0.000	0.007	0.160	0.793	NCLDV	3717	0	40.000	20.000
S7C18975||full	1.000	0.947	0.160	0.513	0.933	1.000	dsDNAphage	97177	2	71.100	0.000
S7C19070||full	0.947	0.107	0.400	0.840	0.807	0.947	dsDNAphage	7642	0	60.000	0.000
S7C19105||full	0.967	0.293	0.090	0.420	0.080	0.967	dsDNAphage	5913	0	47.100	0.000
S7C19175||full	1.000	0.253	0.090	0.747	0.160	1.000	dsDNAphage	3154	1	71.400	0.000
S7C19185||full	0.547	0.473	0.695	0.653	0.893	0.893	lavidaviridae	3431	0	50.000	0.000
S7C19406||full	0.180	0.573	0.335	0.640	0.900	0.900	lavidaviridae	5590	0	50.000	0.000
S7C19575||full	0.907	0.680	0.110	0.700	0.940	0.940	lavidaviridae	6790	0	100.000	0.000
S7C19636||full	0.920	0.947	0.150	0.867	1.000	1.000	lavidaviridae	2282	0	100.000	0.000
S7C19761||full	1.000	0.227	0.195	0.987	0.360	1.000	dsDNAphage	2146	0	80.000	0.000
S7C19904||full	0.787	0.600	0.285	0.300	0.620	0.787	dsDNAphage	1897	1	66.700	0.000
S7C20021||full	0.993	0.353	0.035	0.153	0.233	0.993	dsDNAphage	19287	4	71.900	0.000
S7C20031||full	0.953	0.920	0.205	0.600	0.873	0.953	dsDNAphage	4356	0	100.000	0.000
S7C20116||full	0.847	0.907	0.125	0.960	0.913	0.960	ssDNA	3227	0	71.400	0.000
S7C20195||full	0.213	0.920	0.000	0.000	0.233	0.920	NCLDV	12547	0	30.000	10.000
S7C20250||full	0.900	0.660	0.805	0.720	0.873	0.900	dsDNAphage	4431	0	50.000	0.000
S7C20318||full	0.980	0.707	0.345	0.860	0.653	0.980	dsDNAphage	2985	1	66.700	0.000
S7C20373||full	1.000	0.573	0.000	0.027	0.007	1.000	dsDNAphage	31584	7	44.700	2.100
S7C20388||full	0.993	0.760	0.160	0.600	0.580	0.993	dsDNAphage	11131	4	61.900	0.000
S7C20394||full	0.893	0.693	0.040	0.080	0.640	0.893	dsDNAphage	6241	0	41.700	8.300
S7C20416||full	0.380	0.973	0.125	0.113	0.767	0.973	NCLDV	4050	0	50.000	25.000
S7C20486||full	0.827	0.787	0.165	0.633	0.760	0.827	dsDNAphage	7915	0	100.000	0.000
S7C20668||full	0.233	0.227	0.680	0.307	0.787	0.787	lavidaviridae	3198	0	0.000	0.000
S7C20759||full	0.547	0.440	0.345	0.927	0.680	0.927	ssDNA	2140	0	100.000	0.000
S7C20814||full	1.000	0.813	0.170	0.540	0.813	1.000	dsDNAphage	7847	1	80.000	0.000
S7C20876||full	0.953	0.367	0.205	0.853	0.767	0.953	dsDNAphage	2519	0	100.000	0.000
S7C21307||full	0.747	0.960	0.210	0.780	0.820	0.960	NCLDV	4690	0	42.900	0.000
S7C21391||full	0.207	0.607	0.215	0.040	0.727	0.727	lavidaviridae	3880	0	20.000	0.000
S7C21452||full	0.600	0.980	0.380	0.827	0.880	0.980	NCLDV	3889	0	100.000	0.000
S7C21484||full	0.993	0.093	0.005	0.073	0.020	0.993	dsDNAphage	12398	5	75.000	12.500
S7C21660||full	1.000	0.313	0.120	0.853	0.547	1.000	dsDNAphage	5413	1	100.000	0.000
S7C21715||full	0.940	0.513	0.330	1.000	0.140	1.000	ssDNA	2563	0	40.000	0.000
S7C21724||full	0.973	0.147	0.205	0.553	0.207	0.973	dsDNAphage	4739	0	63.600	0.000
S7C21818||full	0.247	0.527	0.005	0.053	0.353	0.527	NCLDV	2482	0	25.000	25.000
S7C21908||full	0.200	0.707	0.210	0.013	0.673	0.707	NCLDV	8326	0	25.000	0.000
S7C22001||full	0.993	0.720	0.140	0.413	0.747	0.993	dsDNAphage	12447	6	87.500	0.000
S7C22090||full	1.000	0.447	0.115	0.900	0.267	1.000	dsDNAphage	3501	1	80.000	0.000
S7C22113||full	0.993	0.793	0.015	0.040	0.040	0.993	dsDNAphage	8763	4	64.300	7.100
S7C22300||full	1.000	0.993	0.210	0.680	0.880	1.000	dsDNAphage	5332	2	83.300	0.000
S7C22353||full	0.313	NaN	0.885	0.193	0.580	0.885	RNA	2146	0	0.000	0.000
S7C22426||full	1.000	0.153	0.160	0.567	0.327	1.000	dsDNAphage	5581	4	88.900	0.000
S7C22520||full	0.873	0.740	0.370	0.953	0.967	0.967	lavidaviridae	3050	0	66.700	0.000
S7C22589||full	0.167	NaN	0.855	0.827	0.287	0.855	RNA	1102	0	0.000	0.000
S7C22735||full	0.093	0.367	0.865	0.020	0.560	0.865	RNA	2452	0	0.000	0.000
S7C22775||full	0.693	0.420	0.500	0.940	0.787	0.940	ssDNA	2775	0	40.000	0.000
S7C22942||full	0.900	0.887	0.110	0.800	0.873	0.900	dsDNAphage	3666	0	57.100	0.000
S7C23058||full	0.987	0.947	0.255	0.707	0.927	0.987	dsDNAphage	10541	0	100.000	0.000
S7C23072||full	0.887	0.920	0.240	0.860	0.900	0.920	NCLDV	2707	0	60.000	0.000
S7C23115||full	0.960	0.473	0.070	0.760	0.847	0.960	dsDNAphage	3709	0	85.700	0.000
S7C23162||full	0.113	0.727	0.145	0.033	0.360	0.727	NCLDV	5048	0	16.700	0.000
S7C23175||full	0.753	0.267	0.460	0.987	0.927	0.987	ssDNA	2361	0	66.700	0.000
S7C23179||full	0.933	0.753	0.655	0.940	0.327	0.940	ssDNA	2703	0	42.900	0.000
S7C23282||full	0.407	0.880	0.005	0.047	0.540	0.880	NCLDV	3691	0	33.300	16.700
S7C23314||full	0.860	0.987	0.360	0.953	0.973	0.987	NCLDV	1992	0	66.700	0.000
S7C23325||full	0.440	0.753	0.235	0.113	0.320	0.753	NCLDV	3445	0	50.000	0.000
S7C23374||full	1.000	0.560	0.165	0.627	0.680	1.000	dsDNAphage	7439	4	85.700	0.000
S7C23456||full	0.973	0.893	0.305	0.927	0.973	0.973	dsDNAphage	2288	1	100.000	0.000
S7C23509||full	1.000	0.240	0.130	0.387	0.880	1.000	dsDNAphage	15386	4	63.200	0.000
S7C23519||full	0.940	0.800	0.045	0.453	0.607	0.940	dsDNAphage	4431	0	90.000	0.000
S7C23849||full	0.087	0.687	0.000	0.007	0.047	0.687	NCLDV	6038	0	0.000	12.500
S7C23852||full	0.840	0.967	0.225	0.780	1.000	1.000	lavidaviridae	3542	0	100.000	0.000
S7C23946||full	0.593	0.407	0.355	0.400	0.740	0.740	lavidaviridae	2857	0	66.700	0.000
S7C24133||full	0.067	0.553	0.125	0.007	0.187	0.553	NCLDV	5502	0	0.000	0.000
S7C24216||full	0.240	0.460	0.880	0.007	0.687	0.880	RNA	2158	0	0.000	0.000
S7C24482||full	0.960	0.427	0.610	0.980	0.880	0.980	ssDNA	3128	0	57.100	0.000
S7C24565||full	0.433	0.540	0.000	0.000	0.120	0.540	NCLDV	6128	0	50.000	25.000
S7C24661||full	0.073	0.080	0.945	0.000	0.460	0.945	RNA	2570	0	0.000	0.000
S7C24734||full	0.220	0.927	0.000	0.000	0.107	0.927	NCLDV	5574	0	16.700	16.700
S7C24808||full	0.980	0.667	0.420	1.000	0.967	1.000	ssDNA	2321	0	50.000	0.000
S7C24891||full	0.180	0.820	0.190	0.020	0.440	0.820	NCLDV	4846	0	25.000	0.000
S7C25136||full	1.000	0.300	0.130	0.767	0.400	1.000	dsDNAphage	6960	5	90.900	0.000
S7C25197||full	0.860	0.900	0.135	0.753	0.993	0.993	lavidaviridae	3121	0	100.000	0.000
S7C25386||full	0.913	0.940	0.170	0.900	0.967	0.967	lavidaviridae	2882	0	100.000	0.000
S7C25387||full	1.000	0.747	0.280	0.920	0.713	1.000	dsDNAphage	4862	4	100.000	0.000
S7C25433||full	0.900	0.907	0.160	0.747	1.000	1.000	lavidaviridae	2009	0	100.000	0.000
S7C25465||full	0.880	0.407	0.175	0.693	0.653	0.880	dsDNAphage	5466	0	100.000	0.000
S7C25479||full	1.000	0.720	0.020	0.960	0.447	1.000	dsDNAphage	4110	0	75.000	0.000
S7C25830||full	0.993	0.580	0.285	0.700	0.673	0.993	dsDNAphage	5852	4	73.300	0.000
S7C25918||full	0.047	0.513	0.695	0.007	0.100	0.695	RNA	3402	0	0.000	0.000
S7C25941||full	0.547	0.973	0.220	0.407	0.747	0.973	NCLDV	4310	0	66.700	0.000
S7C26159||full	0.367	0.580	0.380	0.073	0.567	0.580	NCLDV	2146	0	33.300	0.000
S7C26325||full	0.960	0.373	0.315	0.747	0.833	0.960	dsDNAphage	3995	1	37.500	0.000
S7C26411||full	0.980	0.840	0.070	0.947	0.913	0.980	dsDNAphage	3221	0	80.000	0.000
S7C26528||full	0.987	0.800	0.185	0.847	0.873	0.987	dsDNAphage	2232	1	100.000	0.000
S7C26577||full	0.840	0.847	0.245	0.960	0.787	0.960	ssDNA	781	0	33.300	0.000
S7C26730||full	0.713	0.740	0.180	0.320	0.727	0.740	NCLDV	3729	0	66.700	0.000
S7C26751||full	0.933	0.707	0.165	0.673	0.920	0.933	dsDNAphage	5445	0	75.000	0.000
S7C27047||full	0.007	0.627	0.165	0.000	0.067	0.627	NCLDV	3435	0	0.000	0.000
S7C27130||full	0.847	0.413	0.025	0.020	0.293	0.847	dsDNAphage	3610	1	20.000	20.000
S7C27194||full	0.960	0.093	0.000	0.040	0.360	0.960	dsDNAphage	5664	2	50.000	25.000
S7C27347||full	0.173	0.647	0.000	0.000	0.053	0.647	NCLDV	5158	0	20.000	20.000
S7C27457||full	1.000	0.960	0.210	0.500	0.947	1.000	dsDNAphage	8877	2	90.000	0.000
S7C27487||full	0.913	0.367	0.150	0.867	0.633	0.913	dsDNAphage	3345	0	100.000	0.000
S7C27494||full	0.973	0.467	0.270	1.000	0.387	1.000	ssDNA	1848	0	75.000	0.000
S7C27525||full	0.960	0.833	0.000	0.047	0.627	0.960	dsDNAphage	9689	2	66.700	11.100
S7C27746||full	1.000	0.967	0.255	0.860	0.993	1.000	dsDNAphage	2855	1	100.000	0.000
