name	prediction	score
S7C30252	Bacteria	0.47
S7C30272	Phage	0.71
S7C30284	Phage	0.87
S7C30323	Bacteria	0.47
S7C30325	Phage	0.66
S7C30330	Bacteria	0.47
S7C30489	Phage	0.59
S7C30564	Phage	0.8
S7C30571	Phage	0.8
S7C30603	Bacteria	0.44
S7C30609	Phage	0.54
S7C30675	Bacteria	0.44
S7C30723	Bacteria	0.49
S7C30744	Phage	0.79
S7C30780	Phage	0.54
S7C30813	Phage	0.5
S7C30854	Bacteria	0.4
S7C30869	Phage	0.63
S7C30893	Phage	0.67
S7C30925	Bacteria	0.45
S7C30964	Phage	0.8
S7C30998	Bacteria	0.47
S7C31004	Phage	0.94
S7C31008	Phage	0.56
S7C31035	Phage	0.92
S7C31039	Bacteria	0.14
S7C31086	Phage	0.92
S7C31092	Phage	0.51
S7C31151	Phage	0.84
S7C31270	Phage	0.52
S7C31273	Bacteria	0.47
S7C31279	Phage	0.56
S7C31309	Bacteria	0.23
S7C31428	Bacteria	0.42
S7C31514	Phage	0.57
S7C31543	Phage	0.66
S7C31568	Phage	0.53
S7C31582	Phage	0.96
S7C31596	Bacteria	0.12
S7C31598	Phage	0.61
S7C31604	Phage	0.64
S7C31691	Phage	0.55
S7C31710	Bacteria	0.46
S7C31712	Phage	0.7
S7C31714	Bacteria	0.24
S7C31783	Phage	0.53
S7C31811	Phage	0.59
S7C31827	Phage	0.65
S7C31838	Phage	0.59
S7C31839	Bacteria	0.28
S7C31845	Phage	0.77
S7C31867	Bacteria	0.12
S7C31937	Bacteria	0.49
S7C31940	Phage	0.95
S7C31941	Phage	0.53
S7C31955	Bacteria	0.45
S7C31974	Bacteria	0.42
S7C32023	Phage	0.98
S7C32029	Phage	0.69
S7C32074	Phage	0.84
S7C32217	Phage	0.65
S7C32225	Bacteria	0.43
S7C32231	Phage	0.96
S7C32240	Bacteria	0.27
S7C32263	Phage	0.74
S7C32284	Phage	0.77
S7C32303	Phage	0.99
S7C32329	Phage	0.61
S7C32393	Phage	0.71
S7C32405	Bacteria	0.47
S7C32470	Phage	0.68
S7C32481	Phage	0.91
S7C32505	Phage	0.96
S7C32532	Bacteria	0.48
S7C32607	Phage	0.59
S7C32660	Phage	0.95
S7C32702	Phage	0.52
S7C32752	Bacteria	0.5
S7C32777	Bacteria	0.45
S7C32806	Phage	0.68
S7C32831	Phage	0.54
S7C32832	Bacteria	0.39
S7C32909	Bacteria	0.43
S7C32915	Bacteria	0.22
S7C33002	Bacteria	0.5
S7C33009	Bacteria	0.28
S7C33036	Phage	0.85
S7C33047	Bacteria	0.44
S7C33073	Phage	0.86
S7C33107	Phage	0.58
S7C33141	Bacteria	0.33
S7C33182	Phage	0.52
S7C33188	Bacteria	0.49
S7C33194	Phage	0.6
S7C33203	Phage	0.5
S7C33247	Phage	0.57
S7C33249	Phage	0.65
S7C33271	Phage	0.59
S7C33346	Phage	0.9
S7C33399	Phage	0.57
S7C33487	Phage	0.95
S7C33502	Phage	0.94
S7C33511	Phage	0.68
S7C33548	Bacteria	0.37
S7C33585	Phage	0.53
S7C33629	Bacteria	0.37
S7C33648	Phage	0.55
S7C33669	Phage	0.72
S7C33686	Phage	0.66
S7C33720	Phage	0.88
S7C33773	Bacteria	0.46
S7C33787	Bacteria	0.31
S7C33831	Phage	0.57
S7C33865	Bacteria	0.47
S7C33893	Phage	0.68
S7C33896	Phage	0.59
S7C33932	Phage	0.6
S7C33945	Phage	0.94
S7C33978	Phage	0.74
S7C34068	Bacteria	0.48
S7C34083	Bacteria	0.34
S7C34133	Bacteria	0.5
S7C34208	Phage	0.94
S7C34234	Phage	0.81
S7C34276	Phage	0.9
S7C34284	Phage	0.79
S7C34293	Phage	0.92
S7C34306	Phage	0.6
S7C34308	Bacteria	0.5
S7C34372	Bacteria	0.45
S7C34407	Phage	0.97
S7C34435	Bacteria	0.36
S7C34506	Bacteria	0.46
S7C34511	Phage	0.54
S7C34558	Phage	0.99
S7C34655	Phage	0.91
S7C34661	Bacteria	0.28
S7C34671	Phage	0.55
S7C34720	Phage	0.84
S7C34727	Bacteria	0.42
S7C34737	Phage	0.68
S7C34752	Phage	0.67
S7C34766	Phage	0.7
S7C34786	Bacteria	0.45
S7C34915	Phage	0.63
S7C34941	Phage	0.52
S7C34992	Bacteria	0.31
S7C35016	Phage	0.9
S7C35143	Phage	0.61
S7C35155	Bacteria	0.48
S7C35222	Bacteria	0.36
S7C35348	Phage	0.59
S7C35351	Phage	0.55
S7C35365	Bacteria	0.45
S7C35370	Phage	0.87
S7C35444	Phage	0.53
S7C35461	Bacteria	0.29
S7C35462	Phage	0.75
S7C35467	Phage	0.54
S7C35482	Phage	0.97
S7C35584	Phage	0.93
S7C35585	Bacteria	0.42
S7C35598	Phage	0.95
S7C35608	Bacteria	0.45
S7C35625	Phage	0.77
S7C35655	Bacteria	0.47
S7C35659	Phage	0.96
S7C35707	Phage	0.5
S7C35778	Bacteria	0.38
S7C35802	Phage	0.96
S7C35804	Phage	0.7
S7C35814	Bacteria	0.43
S7C35822	Phage	0.59
S7C35830	Phage	0.62
S7C35835	Bacteria	0.45
S7C35855	Bacteria	0.42
S7C35904	Phage	0.66
S7C35915	Bacteria	0.4
S7C35931	Bacteria	0.46
S7C35945	Phage	0.95
S7C35989	Phage	0.89
S7C35997	Phage	0.94
S7C36009	Phage	0.9
S7C36019	Bacteria	0.45
S7C36020	Bacteria	0.13
S7C36039	Phage	0.6
S7C36059	Phage	0.66
S7C36071	Phage	0.66
S7C36079	Phage	0.64
S7C36118	Phage	0.54
S7C36124	Phage	0.93
S7C36133	Phage	0.52
S7C36144	Phage	0.52
S7C36161	Phage	0.61
S7C36162	Phage	0.96
S7C36183	Phage	0.75
S7C36235	Bacteria	0.39
S7C36260	Bacteria	0.39
S7C36311	Phage	0.52
S7C36318	Phage	0.97
S7C36343	Bacteria	0.4
S7C36387	Phage	0.54
S7C36424	Phage	0.96
S7C36464	Phage	0.98
S7C36518	Phage	0.66
S7C36526	Phage	0.51
S7C36527	Phage	0.75
S7C36539	Bacteria	0.49
S7C36599	Phage	0.76
S7C36614	Phage	0.75
S7C36618	Phage	0.9
S7C36651	Bacteria	0.39
S7C36653	Phage	0.64
S7C36668	Phage	0.9
S7C36671	Phage	0.53
S7C36732	Phage	0.61
S7C36740	Bacteria	0.2
S7C36743	Phage	0.92
S7C36764	Phage	0.74
S7C36803	Phage	0.86
S7C36859	Phage	0.91
S7C36869	Bacteria	0.38
S7C36889	Phage	0.51
S7C36911	Phage	0.53
S7C36962	Bacteria	0.36
S7C36980	Bacteria	0.3
S7C37001	Phage	0.91
S7C37005	Bacteria	0.48
S7C37006	Phage	0.77
S7C37094	Phage	0.66
S7C37128	Phage	0.54
S7C37132	Phage	0.88
S7C37163	Phage	0.63
S7C37164	Phage	0.54
S7C37202	Phage	0.6
S7C37213	Bacteria	0.43
S7C37226	Phage	0.97
S7C37232	Phage	0.83
S7C37245	Bacteria	0.34
S7C37306	Bacteria	0.47
S7C37326	Bacteria	0.36
S7C37361	Phage	0.71
S7C37467	Phage	0.69
S7C37493	Phage	0.75
S7C37566	Bacteria	0.34
S7C37612	Phage	0.57
S7C37674	Bacteria	0.4
S7C37677	Phage	0.71
S7C37724	Phage	0.92
S7C37765	Phage	0.92
S7C37773	Phage	0.97
S7C37776	Phage	0.95
S7C37794	Bacteria	0.41
S7C37832	Phage	0.65
S7C37845	Phage	0.93
S7C37860	Phage	0.98
S7C37877	Bacteria	0.47
S7C37892	Phage	0.63
S7C37921	Phage	0.71
S7C37937	Phage	0.62
S7C37958	Bacteria	0.4
S7C37978	Bacteria	0.27
S7C37982	Phage	0.56
S7C38005	Bacteria	0.43
S7C38025	Bacteria	0.4
S7C38037	Phage	0.55
S7C38103	Phage	0.51
S7C38105	Phage	0.6
S7C38165	Bacteria	0.36
S7C38206	Phage	0.92
S7C38211	Bacteria	0.4
S7C38245	Phage	0.67
S7C38262	Bacteria	0.47
S7C38273	Phage	0.5
S7C38286	Bacteria	0.43
S7C38298	Phage	0.71
S7C38331	Bacteria	0.47
S7C38335	Bacteria	0.16
S7C38367	Bacteria	0.45
S7C38371	Bacteria	0.37
S7C38397	Phage	0.92
S7C38447	Bacteria	0.44
S7C38459	Bacteria	0.39
S7C38488	Bacteria	0.44
S7C38508	Phage	0.88
S7C38553	Phage	0.96
S7C38557	Phage	0.91
S7C38589	Bacteria	0.45
S7C38636	Bacteria	0.42
S7C38639	Phage	0.81
S7C38647	Phage	0.63
S7C38659	Phage	0.98
S7C38676	Bacteria	0.36
S7C38692	Phage	0.64
S7C38760	Bacteria	0.34
S7C38779	Phage	0.9
S7C38789	Phage	0.75
S7C38792	Phage	0.6
S7C38801	Bacteria	0.48
S7C38802	Phage	0.62
S7C38807	Phage	0.88
S7C38815	Phage	0.84
S7C38845	Phage	0.56
S7C38855	Phage	0.7
S7C38903	Phage	0.62
S7C38921	Phage	0.94
S7C38939	Bacteria	0.47
S7C38940	Phage	0.55
S7C38964	Bacteria	0.45
S7C38975	Phage	0.77
S7C38983	Phage	0.69
S7C39001	Bacteria	0.43
S7C39004	Bacteria	0.31
S7C39021	Bacteria	0.29
S7C39028	Bacteria	0.07
S7C39077	Bacteria	0.45
S7C39120	Phage	0.51
S7C39165	Bacteria	0.4
S7C39222	Phage	0.95
S7C39258	Phage	0.64
S7C39266	Bacteria	0.48
S7C39295	Bacteria	0.22
S7C39333	Phage	0.66
S7C39410	Phage	0.78
S7C39438	Phage	0.65
S7C39454	Bacteria	0.42
S7C39458	Phage	0.98
S7C39459	Bacteria	0.18
S7C39548	Bacteria	0.36
S7C39554	Phage	0.51
S7C39596	Bacteria	0.33
S7C39620	Phage	0.8
S7C39624	Bacteria	0.24
S7C39637	Phage	0.66
S7C39640	Bacteria	0.39
S7C39720	Phage	0.96
S7C39741	Bacteria	0.29
S7C39761	Phage	0.77
S7C39785	Phage	0.97
S7C39794	Phage	0.71
S7C39816	Phage	0.93
S7C39833	Phage	0.92
S7C39850	Phage	0.92
S7C39892	Phage	0.9
S7C39937	Phage	0.55
S7C39987	Phage	0.52
S7C40016	Bacteria	0.45
S7C40060	Phage	0.58
S7C40148	Phage	0.55
S7C40163	Phage	0.69
S7C40166	Phage	0.96
S7C40201	Phage	0.53
S7C40221	Phage	0.75
S7C40224	Phage	0.92
S7C40265	Bacteria	0.39
S7C40268	Bacteria	0.39
S7C40294	Phage	0.55
S7C40295	Bacteria	0.46
S7C40360	Phage	0.93
S7C40412	Bacteria	0.44
S7C40483	Phage	0.8
S7C40517	Phage	0.62
S7C40570	Phage	0.88
S7C40578	Phage	0.82
S7C40583	Phage	0.95
S7C40605	Phage	0.54
S7C40761	Phage	0.55
S7C40762	Bacteria	0.31
S7C40786	Bacteria	0.49
S7C40789	Bacteria	0.48
S7C40805	Phage	0.5
S7C40875	Bacteria	0.35
S7C40910	Phage	0.84
S7C40934	Phage	0.54
S7C40986	Phage	0.53
S7C40990	Phage	0.63
S7C40992	Phage	0.65
S7C41012	Phage	0.69
S7C41017	Bacteria	0.38
S7C41046	Phage	0.62
S7C41077	Phage	0.8
S7C41099	Bacteria	0.25
S7C41102	Phage	0.51
S7C41118	Bacteria	0.24
S7C41249	Bacteria	0.33
S7C41272	Phage	0.94
S7C41289	Phage	0.58
S7C41343	Bacteria	0.37
S7C41344	Bacteria	0.39
S7C41350	Phage	0.63
S7C41408	Bacteria	0.48
S7C41416	Phage	0.64
S7C41443	Phage	0.7
S7C41493	Phage	0.93
S7C41559	Bacteria	0.39
S7C41565	Bacteria	0.21
S7C41586	Bacteria	0.44
S7C41599	Phage	0.55
S7C41617	Phage	0.61
S7C41727	Phage	0.7
S7C41733	Phage	0.68
S7C41773	Bacteria	0.39
S7C41777	Phage	0.6
S7C41790	Phage	0.68
S7C41793	Phage	0.78
S7C41796	Bacteria	0.18
S7C41827	Phage	0.94
S7C41828	Bacteria	0.31
S7C41836	Phage	0.71
S7C41842	Phage	0.92
S7C41880	Phage	0.55
S7C41906	Phage	0.97
S7C42044	Phage	0.82
S7C42064	Phage	0.63
S7C42094	Phage	0.68
S7C42141	Bacteria	0.23
S7C42147	Phage	0.81
S7C42149	Bacteria	0.23
S7C42182	Phage	0.55
S7C42208	Bacteria	0.35
S7C42288	Bacteria	0.46
S7C42290	Bacteria	0.47
S7C42336	Phage	0.94
S7C42339	Phage	0.59
S7C42360	Phage	0.5
S7C42364	Phage	0.6
S7C42457	Bacteria	0.3
S7C42484	Bacteria	0.36
S7C42499	Bacteria	0.27
S7C42506	Bacteria	0.5
S7C42520	Bacteria	0.26
S7C42563	Phage	0.69
S7C42570	Bacteria	0.42
S7C42591	Bacteria	0.46
S7C42641	Bacteria	0.36
S7C42669	Phage	0.63
S7C42688	Bacteria	0.46
S7C42697	Phage	0.84
S7C42706	Phage	0.8
S7C42719	Bacteria	0.44
S7C42720	Phage	0.98
S7C42740	Phage	0.95
S7C42787	Bacteria	0.21
S7C42789	Phage	0.68
S7C42809	Phage	0.98
S7C42818	Phage	0.88
S7C42827	Phage	0.7
S7C42834	Phage	0.94
S7C42884	Bacteria	0.12
S7C42897	Phage	0.61
S7C42904	Phage	0.65
S7C42914	Phage	0.67
S7C42973	Phage	0.53
S7C42992	Phage	0.57
S7C42993	Phage	0.75
S7C43060	Bacteria	0.4
S7C43082	Phage	0.95
S7C43110	Bacteria	0.43
S7C43151	Phage	0.92
S7C43174	Bacteria	0.17
S7C43184	Bacteria	0.45
S7C43197	Phage	0.97
S7C43221	Bacteria	0.42
S7C43246	Bacteria	0.43
S7C43281	Phage	0.98
S7C43327	Bacteria	0.31
S7C43376	Bacteria	0.49
S7C43403	Phage	0.51
S7C43432	Bacteria	0.44
S7C43438	Bacteria	0.41
S7C43452	Phage	0.95
S7C43471	Phage	0.52
S7C43480	Bacteria	0.41
S7C43484	Phage	0.96
S7C43495	Phage	0.61
S7C43519	Phage	0.89
S4C21	Bacteria	0.29
S4C38	Phage	0.84
S4C68	Phage	0.65
S4C82	Bacteria	0.31
S4C99	Bacteria	0.42
S4C114	Bacteria	0.28
S4C119	Phage	0.52
S4C144	Bacteria	0.1
S4C158	Bacteria	0.32
S4C187	Bacteria	0.1
S4C193	Bacteria	0.22
S4C198	Phage	0.58
S4C266	Bacteria	0.15
S4C288	Phage	0.94
S4C290	Bacteria	0.48
S4C390	Phage	0.96
S4C398	Bacteria	0.27
S4C409	Phage	0.71
S4C479	Bacteria	0.5
S4C518	Bacteria	0.42
S4C587	Bacteria	0.45
S4C609	Phage	0.91
S4C631	Bacteria	0.43
S4C678	Phage	0.89
S4C701	Bacteria	0.25
S4C703	Phage	0.63
S4C712	Phage	0.68
S4C727	Phage	0.58
S4C779	Bacteria	0.5
S4C785	Bacteria	0.38
S4C792	Bacteria	0.17
S4C865	Bacteria	0.38
S4C871	Phage	0.85
S4C889	Phage	0.61
S4C896	Bacteria	0.45
S4C975	Bacteria	0.37
S4C1043	Bacteria	0.41
S4C1055	Bacteria	0.33
S4C1159	Bacteria	0.47
S4C1181	Bacteria	0.49
S4C1184	Bacteria	0.06
S4C1247	Bacteria	0.41
S4C1281	Bacteria	0.27
S4C1303	Bacteria	0.48
S4C1305	Bacteria	0.35
S4C1336	Phage	0.99
S4C1373	Phage	0.92
S4C1398	Bacteria	0.31
S4C1437	Bacteria	0.12
S4C1454	Bacteria	0.31
S4C1501	Phage	0.88
S4C1607	Bacteria	0.29
S4C1645	Bacteria	0.37
S4C1748	Bacteria	0.25
S4C1817	Phage	0.95
S4C1834	Phage	0.51
S4C1835	Bacteria	0.08
S4C2041	Bacteria	0.28
S4C2051	Phage	0.98
S4C2063	Phage	0.84
S4C2081	Phage	0.94
S4C2107	Phage	0.55
S4C2178	Phage	0.96
S4C2183	Bacteria	0.44
S4C2191	Phage	0.7
S4C2200	Bacteria	0.4
S4C2260	Bacteria	0.45
S4C2265	Phage	0.65
S4C2273	Bacteria	0.12
S4C2275	Bacteria	0.35
S4C2321	Bacteria	0.07
S4C2367	Bacteria	0.48
S4C2374	Phage	0.71
S4C2400	Bacteria	0.49
S4C2438	Phage	0.92
S4C2549	Phage	0.81
S4C2552	Bacteria	0.29
S4C2603	Phage	0.55
S4C2606	Bacteria	0.29
S4C2638	Bacteria	0.36
S4C2667	Bacteria	0.1
S4C2680	Phage	0.72
S4C2706	Phage	0.63
S4C2709	Phage	0.97
S4C2816	Phage	0.55
S4C2880	Phage	0.9
S4C2982	Bacteria	0.26
S4C3007	Phage	0.93
S4C3020	Bacteria	0.4
S4C3025	Phage	0.65
S4C3052	Bacteria	0.46
S4C3058	Bacteria	0.44
S4C3107	Phage	0.9
S4C3116	Bacteria	0.18
S4C3140	Bacteria	0.28
S4C3171	Bacteria	0.31
S4C3172	Bacteria	0.35
S4C3182	Bacteria	0.1
S4C3188	Phage	0.59
S4C3215	Bacteria	0.41
S4C3227	Phage	0.93
S4C3236	Phage	0.91
S4C3254	Phage	0.97
S4C3322	Bacteria	0.16
S4C3343	Bacteria	0.34
S4C3415	Phage	0.71
S4C3463	Bacteria	0.32
S4C3488	Bacteria	0.34
S4C3514	Phage	0.56
S4C3564	Phage	0.68
S4C3615	Phage	0.93
S4C3657	Phage	0.53
S4C3661	Phage	0.58
S4C3751	Phage	0.5
S4C3776	Phage	0.64
S4C3789	Phage	0.58
S4C3822	Phage	0.54
S4C3856	Bacteria	0.31
S4C3925	Bacteria	0.39
S4C3934	Phage	0.93
S4C3957	Bacteria	0.15
S4C3972	Phage	0.83
S4C4104	Phage	0.51
S4C4136	Bacteria	0.21
S4C4147	Phage	0.72
S4C4170	Bacteria	0.42
S4C4243	Bacteria	0.35
S4C4251	Bacteria	0.09
S4C4294	Phage	0.88
S4C4376	Phage	0.82
S4C4397	Bacteria	0.26
S4C4445	Bacteria	0.33
S4C4453	Phage	0.74
S4C4483	Phage	0.54
S4C4536	Phage	0.52
S4C4549	Bacteria	0.07
S4C4554	Phage	0.94
S4C4602	Bacteria	0.33
S4C4625	Phage	0.5
S4C4656	Bacteria	0.31
S4C4690	Phage	0.52
S4C4732	Bacteria	0.46
S4C4734	Phage	0.6
S4C4766	Bacteria	0.47
S4C4779	Bacteria	0.25
S4C4845	Phage	0.89
S4C4846	Phage	0.75
S4C4847	Bacteria	0.5
S4C4876	Phage	0.91
S4C4911	Phage	0.71
S4C4942	Phage	0.97
S4C4948	Phage	0.63
S4C4987	Phage	0.99
S4C5099	Phage	0.51
S4C5215	Phage	0.92
S4C5251	Phage	0.53
S4C5342	Phage	0.72
S4C5347	Phage	0.57
S4C5361	Phage	0.84
S4C5407	Phage	0.64
S4C5417	Phage	0.84
S4C5421	Phage	0.84
S4C5422	Phage	0.73
S4C5425	Phage	0.96
S4C5523	Phage	0.56
S4C5544	Bacteria	0.4
S4C5556	Bacteria	0.34
S4C5563	Phage	0.58
S4C5581	Bacteria	0.35
S4C5758	Bacteria	0.32
S4C5802	Phage	0.54
S4C5815	Bacteria	0.43
S4C5816	Phage	0.97
S4C5828	Bacteria	0.24
S4C5872	Phage	0.93
S4C5875	Phage	0.52
S4C5955	Bacteria	0.26
S4C5956	Bacteria	0.4
S4C5966	Bacteria	0.5
S4C5974	Phage	0.79
S4C6030	Phage	0.78
S4C6081	Bacteria	0.28
S4C6110	Bacteria	0.5
S4C6126	Phage	0.54
S4C6131	Phage	0.67
S4C6151	Bacteria	0.49
S4C6213	Phage	0.56
S4C6221	Phage	0.89
S4C6254	Bacteria	0.44
S4C6270	Bacteria	0.32
S4C6307	Bacteria	0.39
S4C6323	Phage	0.73
S4C6325	Phage	0.6
S4C6373	Phage	0.66
S4C6489	Phage	0.91
S4C6505	Bacteria	0.36
S4C6539	Bacteria	0.43
S4C6547	Bacteria	0.08
S4C6558	Bacteria	0.23
S4C6763	Phage	0.97
S4C6806	Phage	0.96
S4C6898	Phage	0.61
S4C6949	Bacteria	0.24
S4C6988	Phage	0.53
S4C7028	Bacteria	0.38
S4C7191	Phage	0.58
S4C7215	Phage	0.89
S4C7220	Phage	0.74
S4C7222	Phage	0.6
S4C7286	Phage	0.62
S4C7315	Bacteria	0.23
S4C7374	Bacteria	0.22
S4C7405	Bacteria	0.18
S4C7414	Bacteria	0.37
S4C7424	Phage	0.78
S4C7471	Phage	0.92
S4C7493	Bacteria	0.29
S4C7494	Bacteria	0.27
S4C7520	Phage	0.97
S4C7524	Phage	0.75
S4C7557	Bacteria	0.48
S4C7558	Phage	0.7
S4C7705	Phage	0.94
S4C7706	Bacteria	0.44
S4C7707	Bacteria	0.5
S4C7714	Phage	0.74
S4C7718	Bacteria	0.27
S4C7724	Phage	0.52
S4C7751	Bacteria	0.38
S4C7801	Bacteria	0.23
S4C7826	Bacteria	0.48
S4C7831	Phage	0.85
S4C7834	Bacteria	0.1
S4C7835	Bacteria	0.39
S4C7852	Phage	0.92
S4C7886	Phage	0.93
S4C7963	Bacteria	0.07
S4C7980	Phage	0.7
S4C8005	Phage	0.93
S4C8013	Bacteria	0.29
S4C8024	Phage	0.64
S4C8032	Phage	0.89
S4C8044	Bacteria	0.14
S4C8118	Phage	0.56
S4C8130	Bacteria	0.14
S4C8164	Bacteria	0.36
S4C8236	Bacteria	0.11
S4C8248	Phage	0.72
S4C8252	Phage	0.5
S4C8253	Bacteria	0.14
S4C8297	Bacteria	0.27
S4C8311	Bacteria	0.22
S4C8320	Phage	0.69
S4C8333	Bacteria	0.42
S4C8358	Phage	0.98
S4C8359	Bacteria	0.4
S4C8372	Bacteria	0.43
S4C8381	Phage	0.9
S4C8403	Bacteria	0.34
S4C8436	Phage	0.9
S4C8451	Bacteria	0.45
S4C8462	Phage	0.6
S4C8515	Bacteria	0.41
S4C8543	Phage	0.74
S4C8552	Bacteria	0.48
S4C8624	Phage	0.96
S4C8631	Bacteria	0.22
S4C8684	Phage	0.98
S4C8691	Phage	0.71
S4C8749	Phage	0.96
S4C8770	Phage	0.72
S4C8804	Phage	0.65
S4C8841	Bacteria	0.11
S4C8857	Bacteria	0.43
S4C8939	Bacteria	0.36
S4C8959	Bacteria	0.1
S4C8985	Phage	0.76
S4C9009	Bacteria	0.43
S4C9063	Phage	0.7
S4C9157	Bacteria	0.31
S4C9161	Phage	0.87
S4C9191	Phage	0.56
S4C9228	Phage	0.51
S4C9229	Phage	0.66
S4C9266	Phage	0.5
S4C9275	Phage	0.91
S4C9318	Bacteria	0.38
S4C9360	Phage	0.71
S4C9367	Bacteria	0.47
S4C9368	Phage	0.56
S4C9432	Bacteria	0.33
S4C9449	Bacteria	0.44
S4C9461	Bacteria	0.49
S4C9463	Phage	0.9
S4C9486	Phage	0.6
S4C9505	Bacteria	0.35
S4C9539	Phage	0.62
S4C9543	Bacteria	0.34
S4C9566	Phage	0.96
S4C9581	Bacteria	0.45
S4C9587	Phage	0.66
S4C9645	Bacteria	0.21
S4C9654	Bacteria	0.04
S4C9670	Bacteria	0.38
S4C9706	Phage	0.7
S4C9712	Bacteria	0.33
S4C9713	Bacteria	0.2
S4C9840	Bacteria	0.42
S4C9894	Bacteria	0.11
S4C9994	Phage	0.78
S4C10023	Bacteria	0.05
S4C10050	Phage	0.64
S4C10066	Phage	0.55
S4C10072	Bacteria	0.22
S4C10130	Bacteria	0.5
S4C10179	Bacteria	0.2
S4C10242	Phage	0.95
S4C10268	Bacteria	0.08
S4C10276	Bacteria	0.38
S4C10277	Phage	0.52
S4C10365	Phage	0.71
S4C10371	Phage	0.68
S4C10417	Phage	0.93
S4C10500	Phage	0.96
S4C10591	Phage	0.73
S4C10624	Bacteria	0.19
S4C10643	Phage	0.59
S4C10754	Bacteria	0.46
S4C10766	Phage	0.71
S4C10810	Bacteria	0.13
S4C10927	Bacteria	0.14
S4C10937	Bacteria	0.38
S4C10956	Bacteria	0.5
S4C10993	Phage	0.61
S4C11043	Bacteria	0.47
S4C11061	Bacteria	0.41
S4C11189	Phage	0.52
S4C11192	Phage	0.71
S4C11206	Bacteria	0.36
S4C11228	Bacteria	0.37
S4C11252	Phage	0.96
S4C11258	Bacteria	0.36
S4C11317	Bacteria	0.29
S4C11376	Phage	0.63
S4C11377	Phage	0.74
S4C11382	Bacteria	0.38
S4C11388	Bacteria	0.37
S4C11483	Phage	0.7
S4C11489	Phage	0.74
S4C11494	Phage	0.56
S4C11582	Phage	0.56
S4C11586	Bacteria	0.22
S4C11593	Phage	0.76
S4C11615	Bacteria	0.3
S4C11631	Phage	0.51
S4C11670	Phage	0.97
S4C11675	Bacteria	0.33
S4C11676	Phage	0.52
S4C11812	Bacteria	0.05
S4C11831	Bacteria	0.11
S4C11858	Bacteria	0.43
S4C11866	Phage	0.78
S4C11885	Bacteria	0.11
S4C11895	Bacteria	0.31
S4C11915	Phage	0.95
S4C11957	Phage	0.51
S4C11996	Phage	0.64
S4C12013	Phage	0.99
S4C12165	Phage	0.56
S4C12202	Bacteria	0.43
S4C12223	Bacteria	0.23
S4C12254	Bacteria	0.22
S4C12257	Bacteria	0.37
S4C12290	Phage	0.74
S4C12291	Phage	0.94
S4C12325	Bacteria	0.46
S4C12331	Bacteria	0.49
S4C12369	Phage	0.58
S4C12378	Bacteria	0.24
S4C12380	Bacteria	0.3
S4C12419	Phage	0.98
S4C12485	Bacteria	0.19
S4C12607	Phage	0.93
S4C12618	Bacteria	0.48
S4C12679	Phage	0.97
S4C12719	Phage	0.5
S4C12865	Bacteria	0.11
S4C12900	Phage	0.96
S4C12932	Phage	0.61
S4C13103	Phage	0.6
S4C13107	Bacteria	0.3
S4C13171	Phage	0.87
S4C13222	Bacteria	0.31
S4C13309	Bacteria	0.27
S4C13343	Bacteria	0.05
S4C13346	Bacteria	0.25
S4C13348	Bacteria	0.42
S4C13430	Phage	0.54
S4C13431	Phage	0.96
S4C13473	Bacteria	0.39
S4C13486	Phage	0.55
S4C13592	Phage	0.67
S4C13597	Phage	0.76
S4C13637	Bacteria	0.37
S4C13663	Phage	0.58
S4C13683	Phage	0.83
S4C13692	Phage	0.67
S4C13738	Phage	0.63
S4C13840	Bacteria	0.44
S4C13854	Phage	0.64
S4C13903	Phage	0.99
S4C13942	Bacteria	0.38
S4C13943	Bacteria	0.48
S4C13983	Bacteria	0.22
S4C14035	Phage	0.95
S4C14085	Bacteria	0.27
S4C14106	Bacteria	0.47
S4C14121	Phage	0.78
S4C14220	Phage	0.97
S4C14232	Phage	0.92
S4C14249	Bacteria	0.48
S4C14253	Bacteria	0.18
S4C14254	Phage	0.68
S4C14271	Bacteria	0.16
S4C14287	Bacteria	0.16
S4C14306	Bacteria	0.21
S4C14392	Phage	0.92
S4C14404	Bacteria	0.19
S4C14506	Bacteria	0.19
S4C14522	Bacteria	0.34
S4C14552	Phage	0.54
S4C14598	Phage	0.63
S4C14614	Phage	0.54
S4C14640	Bacteria	0.42
S4C14651	Phage	0.8
S4C14653	Bacteria	0.37
S4C14671	Phage	0.83
S4C14688	Phage	0.96
S4C14704	Phage	0.8
S4C14730	Bacteria	0.12
S4C14756	Phage	0.65
S4C14831	Bacteria	0.38
S4C14843	Phage	0.93
S4C14861	Bacteria	0.47
S4C14986	Bacteria	0.29
S4C15013	Bacteria	0.39
S4C15044	Bacteria	0.41
S4C15076	Bacteria	0.45
S4C15077	Phage	0.57
S4C15104	Phage	0.54
S4C15110	Bacteria	0.4
S4C15225	Bacteria	0.41
S4C15263	Phage	0.56
S4C15470	Bacteria	0.44
S4C15536	Bacteria	0.36
S4C15589	Phage	0.58
S4C15631	Phage	0.56
S4C15642	Bacteria	0.49
S4C15649	Bacteria	0.34
S4C15652	Phage	0.64
S4C15704	Phage	0.77
S4C15763	Bacteria	0.1
S4C15787	Phage	0.73
S4C15789	Bacteria	0.25
S4C15791	Phage	0.75
S4C15826	Bacteria	0.36
S4C15837	Phage	0.56
S4C15859	Phage	0.62
